,MPI-ESM1-2-HR_hist_tasmin,MPI-ESM1-2-HR_hist_tas,MPI-ESM1-2-HR_hist_hurs,MPI-ESM1-2-HR_hist_sfcWind,MPI-ESM1-2-HR_hist_rlds,MPI-ESM1-2-HR_hist_rsds,MPI-ESM1-2-HR_hist_huss,MPI-ESM1-2-HR_hist_tasmax,FGOALS-g3_hist_sfcWind,FGOALS-g3_hist_tasmin,FGOALS-g3_hist_tasmax,FGOALS-g3_hist_huss,FGOALS-g3_hist_rlds,FGOALS-g3_hist_rsds,FGOALS-g3_hist_tas,BCC-CSM2-MR_hist_tasmin,BCC-CSM2-MR_hist_rsds,BCC-CSM2-MR_hist_rlds,BCC-CSM2-MR_hist_huss,BCC-CSM2-MR_hist_tas,BCC-CSM2-MR_hist_sfcWind,BCC-CSM2-MR_hist_tasmax,NorESM2-MM_hist_hurs,NorESM2-MM_hist_tasmax,NorESM2-MM_hist_rlds,NorESM2-MM_hist_huss,NorESM2-MM_hist_tas,NorESM2-MM_hist_sfcWind,NorESM2-MM_hist_tasmin,CMCC-ESM2_hist_tasmax,CMCC-ESM2_hist_sfcWind,CMCC-ESM2_hist_tas,CMCC-ESM2_hist_tasmin,CMCC-ESM2_hist_rlds,CMCC-ESM2_hist_rsds,CMCC-ESM2_hist_huss,EC-Earth3_hist_tas,EC-Earth3_hist_tasmax,EC-Earth3_hist_sfcWind,EC-Earth3_hist_huss,EC-Earth3_hist_rlds,EC-Earth3_hist_rsds,EC-Earth3_hist_tasmin,EC-Earth3_hist_hurs,CESM2_hist_rlds,CESM2_hist_rsds,CESM2_hist_huss,UKESM1-0-LL_hist_rsds,MRI-ESM2-0_hist_rsds,MRI-ESM2-0_hist_rlds,MRI-ESM2-0_hist_huss,MRI-ESM2-0_hist_tas,MRI-ESM2-0_hist_tasmin,MRI-ESM2-0_hist_tasmax,MRI-ESM2-0_hist_sfcWind,GFDL-CM4_hist_tasmax,GFDL-CM4_hist_huss,GFDL-CM4_hist_rlds,GFDL-CM4_hist_rsds,GFDL-CM4_hist_sfcWind,GFDL-CM4_hist_tasmin,GFDL-CM4_hist_tas,CNRM-ESM2-1_hist_hurs,CNRM-ESM2-1_hist_tasmax,CNRM-ESM2-1_hist_huss,CNRM-ESM2-1_hist_rsds,CNRM-ESM2-1_hist_rlds,CNRM-ESM2-1_hist_tas,CNRM-ESM2-1_hist_tasmin
1970-12-31,285.4002,292.03604,71.3286,3.1671193,347.28415,229.24522,0.011242989,297.86237,3.2768502,283.83197,297.55972,0.011125993,348.337,229.0554,291.50497,286.5321,233.11188,346.39658,0.010878597,292.65225,3.150509,298.0129,73.94303,299.07388,350.8159,0.011494428,293.0653,3.3349624,287.05487,298.97275,3.4058707,292.6812,286.40836,342.99435,231.51184,0.01086755,291.96603,299.21448,3.3612993,0.011216009,352.83026,228.61145,284.89548,67.39676,347.43674,223.447,0.011593187,226.85556,227.70213,350.43134,0.011658637,292.56207,286.7615,298.3543,3.1712496,297.94238,0.01121473,348.8357,227.1689,3.3202994,286.38437,291.7527,78.87851,296.25357,0.012196957,223.94029,351.50317,292.21817,285.83252
1971-12-31,282.23013,292.51828,68.055374,3.3224964,346.15488,229.23355,0.010751071,298.7718,3.1848814,284.1399,297.45935,0.010959443,346.9313,230.98074,291.11978,286.46033,232.2833,346.94165,0.0108054625,293.07764,3.3967774,299.64978,75.73115,296.80307,346.72037,0.011263571,291.89523,3.333451,286.13986,299.39737,3.5688193,293.34802,287.25885,348.75378,232.01537,0.011423084,292.88934,298.74954,3.330809,0.011437752,351.57278,222.69482,287.0288,70.6607,347.76373,221.39754,0.011805511,225.3199,230.49687,347.54477,0.011168845,292.564,283.17575,297.92038,3.1219757,297.4116,0.011333677,345.53455,223.88066,3.0455873,284.99448,290.74585,76.59231,297.4041,0.011593886,228.7051,347.34317,291.36816,283.69263
1972-12-31,285.94543,292.68088,70.029076,3.094956,346.72397,227.53917,0.0115629835,298.63986,3.2392905,283.08154,296.33395,0.011121865,349.98294,226.67763,289.69424,287.32803,225.9107,351.41193,0.011619238,292.3791,3.359056,298.26538,74.928696,298.29068,348.3186,0.011408424,291.88602,3.121842,287.118,297.85086,3.3065329,291.8221,285.79733,344.17477,230.4478,0.010860306,291.50864,299.20743,3.200002,0.011238274,351.00275,230.29922,285.53223,68.640915,350.19794,229.6665,0.011236123,226.72072,218.67409,349.8746,0.011276896,289.60675,280.86646,296.1604,3.2408483,297.54764,0.01057842,345.63754,232.11374,3.3893175,283.36526,290.40405,73.95475,296.32953,0.01162096,230.12894,350.698,291.2132,286.90445
1973-12-31,285.86322,291.59143,71.62851,3.0567625,350.5223,224.22723,0.011383889,297.306,3.3082676,284.6205,296.00867,0.010794419,343.1774,231.4133,289.07965,283.76263,232.52562,345.768,0.010975091,292.37982,3.3571937,297.7779,72.64313,297.82703,348.50452,0.010900217,291.8435,3.3471305,285.09378,295.53094,3.256464,291.73706,286.2752,348.52377,222.75838,0.011252599,291.3531,297.76678,3.3896708,0.0106187295,344.63055,230.88011,284.132,66.7319,349.39053,228.76451,0.011208374,233.32751,221.70091,351.8768,0.011980561,289.77423,286.04666,295.99597,3.061433,297.67154,0.010875053,346.47778,230.40407,3.2307343,285.98392,290.64093,71.51035,298.70602,0.010860443,230.12575,350.0718,291.8589,286.68402
1974-12-31,281.18353,291.38196,71.17015,3.3138509,342.9053,228.51527,0.010887246,296.72043,3.2105334,283.03455,299.58627,0.011328656,349.61328,230.44617,292.49155,284.8452,220.80557,349.14322,0.010942253,291.2776,3.0803018,296.08914,72.602196,297.7258,344.04285,0.010650807,290.78015,3.266189,283.93347,298.45523,3.171572,291.7872,286.6351,349.94205,229.3043,0.011339066,293.18582,299.0027,3.0977774,0.011864031,353.86,221.89098,285.7934,73.23052,346.26718,223.34715,0.011688872,231.74403,225.17603,349.43353,0.0117066335,292.45395,286.25174,297.8929,3.2097697,296.80966,0.011358552,351.40265,222.77179,3.201412,286.49042,292.0669,72.2344,299.21463,0.0111523485,229.55907,348.29877,293.04575,286.89673
1975-12-31,282.122,292.97363,63.203705,3.3866951,345.4426,231.93684,0.0099783875,299.03,3.2821577,284.72034,298.32144,0.011146769,350.62747,228.06067,292.34042,283.9748,222.94865,353.35757,0.011765815,292.07974,3.3045237,298.64084,72.46912,297.8548,342.3751,0.010586989,291.62756,3.2487679,285.4164,298.1707,3.1290112,292.9835,286.93817,349.9513,229.23953,0.011735244,292.9273,298.84467,3.1477318,0.011640648,349.92303,230.09938,287.03354,72.25363,347.0645,227.40771,0.011391081,228.12581,224.09962,348.1552,0.011396372,291.1661,284.6978,295.28336,3.150527,297.85486,0.010981653,350.06802,228.44063,3.3251967,285.96198,292.7246,71.37689,299.21542,0.011093418,230.45145,349.64175,292.05743,286.593
1976-12-31,287.03162,292.49957,74.5997,3.1223505,352.21924,219.03325,0.012035612,297.9754,3.255892,282.20474,297.3589,0.011143929,347.34387,227.3817,292.17084,284.50726,232.69919,342.72195,0.011095223,292.25223,3.4720972,298.34268,73.90166,298.36194,350.83075,0.011244154,292.56293,3.2150142,286.81012,297.35553,3.2369773,292.71603,286.43494,346.26135,237.38281,0.010543568,291.4522,294.3554,3.2330046,0.011486582,349.158,228.6582,283.75146,69.22268,350.53397,231.25548,0.011132682,223.28622,237.35847,339.00595,0.009349894,290.21082,279.8452,299.10477,3.650351,296.7953,0.011233256,347.89386,227.94722,3.2507217,285.45386,291.9291,71.023445,298.30057,0.011003261,229.3679,350.2326,292.97086,285.97333
1977-12-31,286.67432,292.0381,69.88201,3.3083754,348.09753,231.69354,0.011475634,297.2951,3.2418103,283.7481,298.26056,0.010883615,346.76968,232.82097,292.61124,284.86478,234.98853,346.27032,0.01082808,292.23218,3.3807845,298.70697,74.427155,297.74384,350.79507,0.011679524,292.735,3.290846,286.94232,299.488,3.1802108,294.01483,287.7246,350.1458,232.02715,0.010879955,290.90097,297.1325,3.3978443,0.010881373,341.7599,228.8985,283.8696,67.92163,349.29742,225.76416,0.011622258,232.93234,227.15369,353.58945,0.0116169825,293.04913,283.95236,298.92535,3.0280273,297.64008,0.01151722,349.19128,222.03415,3.185443,285.68277,292.08423,78.30797,297.22446,0.011815682,222.6575,348.7789,291.646,286.06577
1978-12-31,283.01566,291.81693,69.060974,3.4043095,344.62604,227.09795,0.010940404,296.53992,3.1833212,287.05777,299.01477,0.011344704,350.74478,227.14673,289.81046,286.90637,226.17032,354.43497,0.0118047455,292.78992,3.329836,297.9233,72.80937,295.95047,346.02423,0.01079159,292.29285,3.1479955,286.1613,297.73865,3.4229324,292.47195,285.57703,347.02368,232.15146,0.0109349135,291.59378,296.47662,3.122275,0.011158244,346.69556,222.42993,284.26947,73.02851,348.23297,225.8986,0.011169504,227.71632,224.7443,348.77487,0.011572761,291.33255,285.66296,296.99722,3.3105898,298.9804,0.011110592,350.37128,230.4197,3.3393662,285.78775,292.78998,73.60642,296.91153,0.011296272,228.58719,346.55502,290.99817,286.0869
1979-12-31,286.48837,293.26266,70.26119,3.3198035,352.1012,228.96115,0.011666188,298.43768,3.1467004,285.1592,297.6348,0.0117920805,351.8947,228.65422,293.45273,286.55283,229.0334,350.47916,0.011496586,291.78503,3.3471625,299.53223,74.49784,298.39902,351.3732,0.011633971,292.826,3.3206387,287.25226,295.88458,3.244586,292.01434,286.38763,348.95587,223.61191,0.011608569,293.26068,298.56693,3.4167995,0.01172926,350.7411,231.07994,285.5541,70.4635,344.66278,233.35818,0.010921509,231.06496,231.81693,347.1606,0.011145999,291.795,283.12747,298.0164,3.2685869,298.37726,0.0112976665,347.6034,228.83981,3.1914322,285.45197,292.28546,70.80057,298.90997,0.011595523,232.29836,356.18378,293.59305,287.56067
1980-12-31,285.38162,293.1385,69.82738,3.2574527,351.10187,230.41562,0.011696262,298.48203,3.443132,284.92993,298.26224,0.011556113,350.56824,225.96494,291.55768,281.99094,228.23083,345.86148,0.010858977,292.15393,3.3175325,297.3428,72.246544,298.6524,346.3198,0.011012187,292.49524,3.2752662,285.5349,298.1163,3.080751,292.07547,285.22543,346.39288,224.85094,0.011522229,291.82883,298.7073,3.3385267,0.011339902,350.04193,224.5028,285.03653,72.21765,345.62003,228.38808,0.011078328,231.04587,224.12442,348.2896,0.01144301,291.2832,284.5644,297.1781,3.3554862,296.28644,0.011525645,348.08322,222.8119,3.2398717,286.3778,291.73386,76.398895,296.69754,0.011367669,222.25485,350.38315,291.85718,285.45007
1981-12-31,284.8271,293.10886,71.462105,3.4223027,354.1457,226.29025,0.011813634,298.11035,3.2367797,285.55554,295.66925,0.011390116,349.49026,221.89012,292.26392,285.27057,225.11342,355.74707,0.012146973,293.32916,3.1323328,298.1395,72.33581,298.57724,352.46234,0.01144934,293.53333,3.2997758,287.656,298.38394,3.2721386,291.84082,282.86978,343.7844,235.81218,0.010094993,291.9293,297.86813,3.317233,0.0112247495,345.8354,226.35727,285.2628,72.75582,345.0545,230.83293,0.010884107,220.63167,227.89124,351.82312,0.011253405,292.52612,286.68472,297.53638,3.1252608,299.83795,0.01083072,345.98996,237.7791,3.417194,282.33414,293.09274,69.805466,297.52277,0.011189117,235.67546,349.74307,291.97226,287.2272
1982-12-31,285.90573,293.80954,67.190605,3.5760562,353.01205,231.63301,0.011689084,298.43146,3.1731105,286.89362,298.96323,0.011695059,352.83682,231.79324,290.4104,282.8358,223.45425,348.5249,0.011232974,291.9092,3.1954901,297.74802,73.63041,297.64172,348.10037,0.011233031,292.4053,3.3061523,285.53867,298.28952,3.226416,293.40543,287.71695,353.06464,227.03378,0.011833191,291.278,296.86627,3.0615067,0.011063699,346.49466,216.9684,284.91425,73.92624,349.59152,221.78207,0.011286896,232.4636,228.2804,346.19495,0.0111411465,290.24466,283.58057,296.94073,3.2510574,297.22693,0.011175647,351.1125,236.05458,3.3360198,283.453,292.45572,75.89164,297.75705,0.011343575,229.95393,346.0339,291.72592,285.71613
1983-12-31,286.3489,292.39795,70.33681,3.1917715,347.9794,223.7763,0.01115647,298.46506,3.1975446,283.88187,297.03107,0.011485949,348.52936,226.74362,292.0952,286.08203,221.11548,346.95483,0.011088902,289.99506,3.2567968,296.4196,73.43774,296.44,345.1035,0.010686855,291.2843,3.2667458,285.2878,296.8354,3.1648772,291.93747,285.3705,343.62967,232.95163,0.010234489,291.42322,297.02512,3.2069182,0.010926033,345.86118,220.35388,284.9806,72.961174,339.61276,229.41078,0.010137984,231.4693,229.17125,348.792,0.01095265,292.6862,283.9385,298.26907,3.2693944,297.30206,0.010570438,344.4007,230.64073,3.2742395,284.62103,290.946,76.61426,297.6147,0.011506115,225.71944,348.4368,291.8256,285.31717
1984-12-31,284.03644,293.4024,67.261215,3.3864632,353.51047,229.02715,0.011257835,299.5564,3.4633007,282.93933,298.03427,0.010832724,347.26416,231.11038,292.469,284.7422,228.71895,346.91318,0.011191665,292.525,3.2963576,298.65854,74.509796,297.70465,347.56662,0.0112804985,291.7175,3.1968603,284.9267,298.0379,3.171299,291.6654,286.99847,353.0798,223.96103,0.011509535,290.41748,296.4529,3.331769,0.0107880095,346.46133,226.11139,286.0006,70.98859,350.5633,232.1326,0.01095279,231.28339,232.22868,348.17783,0.010858697,291.60834,283.72284,297.12546,3.2548442,296.76782,0.010913482,347.88718,227.31898,3.2694952,284.4,291.44757,74.60343,298.33218,0.011624915,226.61426,351.52185,291.72675,285.97263
1985-12-31,283.601,292.70517,71.58391,3.1127656,351.82925,227.00539,0.011228046,297.7336,3.2840018,283.7094,297.3983,0.011194808,349.10803,229.24312,290.45877,287.20642,229.87099,351.61377,0.011820723,293.2679,3.2574198,299.34668,68.80043,298.4539,348.0059,0.010631984,292.64383,3.3474102,284.463,297.09567,3.3354807,291.7433,285.55173,346.23706,230.33653,0.010979975,292.3958,298.58432,3.267789,0.011165452,347.6996,229.49725,285.3986,68.04606,354.07156,231.05858,0.011873505,240.73721,229.54762,349.9724,0.011194482,291.09384,284.93408,296.3843,3.197166,295.31134,0.011606403,350.24274,226.08035,3.2095175,287.00278,292.83627,72.67403,298.02393,0.0113210445,229.05849,351.7179,292.12756,286.31265
1986-12-31,285.6978,293.13306,70.14257,3.2270682,351.06964,230.07602,0.0117061455,298.14267,3.3343174,285.9869,296.7908,0.01139627,349.70535,227.31346,290.235,284.79175,234.29541,347.9213,0.0109778475,291.8174,3.2274601,298.1572,70.08565,297.0896,344.36142,0.010575402,292.2175,3.3025641,285.69336,297.91498,3.403607,293.3926,286.39523,350.92578,233.33636,0.011056761,291.9764,295.78525,3.353493,0.010865746,344.34866,227.62836,284.8214,68.6033,341.78235,232.50859,0.01070927,230.65506,229.05211,347.68405,0.01106661,292.76477,286.68573,298.8359,3.3590925,296.97372,0.010997369,347.26636,229.5639,3.3377328,284.82666,291.74802,72.67142,296.51575,0.0115581,226.49426,351.72794,292.12796,285.54034
1987-12-31,285.20004,290.95688,72.992134,3.2255123,345.31857,229.22433,0.011444885,295.89456,3.3246315,282.89975,299.32825,0.011162889,349.12512,230.31342,291.49896,285.90128,228.60529,348.309,0.011096645,292.79578,3.2132912,298.9522,70.688484,300.09207,352.12555,0.011132221,293.58517,3.2962778,287.03253,298.55933,3.2982454,293.5947,287.79532,354.3496,226.82712,0.011947331,291.77048,296.90924,3.4018984,0.011093005,345.56567,226.60522,284.2253,71.20691,349.7744,228.23222,0.0114162965,231.42726,227.05681,345.99884,0.01104291,291.9938,285.9325,297.27246,3.2058573,294.99094,0.011379683,344.5034,225.72716,3.0378914,285.92996,291.6665,73.32848,297.75192,0.011100224,229.2118,350.58728,291.62076,285.5821
1988-12-31,286.87415,293.3772,71.9427,3.2454393,354.85095,226.96419,0.012220964,297.5316,3.1787276,285.49072,297.2103,0.011169607,348.6973,226.39822,292.15424,285.9015,230.21788,353.42868,0.011808369,293.39926,3.3180175,297.74182,75.39807,296.99118,352.3462,0.011669556,292.7936,3.1405272,286.04892,298.2517,3.0279949,291.5415,285.6535,352.03436,223.47339,0.011953905,291.9264,298.24112,3.2680128,0.0107942475,345.70258,226.99887,285.61502,71.22443,345.18027,235.66139,0.010870089,227.77945,228.34155,352.14334,0.011901282,293.0802,286.3339,299.02527,3.2941186,298.52368,0.011494621,351.5319,226.68553,3.3412704,285.74448,292.536,71.69434,298.1833,0.010994533,230.23625,350.4626,292.93997,286.8246
1989-12-31,283.58218,291.03516,70.84946,3.257828,351.6102,228.54149,0.011540243,296.9485,3.3776662,284.69388,295.11255,0.011322302,349.3862,229.94153,289.11206,286.6698,230.4789,350.55664,0.011182188,291.89102,3.2669687,298.82108,73.6108,297.74295,347.1028,0.011209693,292.3281,3.2823036,285.30292,297.98935,3.3688881,292.59937,284.74573,351.82922,231.50026,0.011345358,290.92166,300.06302,3.3328161,0.011098602,350.46204,231.85094,285.924,65.68685,351.37787,236.99469,0.011345884,228.66133,222.5583,350.8617,0.0114428885,291.64783,285.13324,297.28882,3.1612198,296.8186,0.011706104,349.06296,224.76448,3.23225,286.45093,291.24774,69.82228,295.79553,0.010488377,227.99493,343.95218,291.2769,285.90674
1990-12-31,287.33505,293.57162,66.28647,3.2743104,351.0458,232.29997,0.0115746325,298.2423,3.2929842,284.33167,298.97586,0.0116621265,352.50052,231.212,292.82935,285.0057,224.70317,350.05453,0.011357237,291.50018,3.2114127,296.40167,76.418465,298.55237,354.7354,0.012429859,292.6898,3.181465,286.92197,298.94168,3.3470802,292.93857,286.93546,352.93436,229.73071,0.0113731595,292.5035,297.76004,3.1825716,0.011032318,350.3921,228.94247,285.66122,70.132225,353.74527,235.04057,0.011327069,225.04832,229.10295,353.038,0.011166854,291.7759,285.47186,299.6266,3.4119322,298.356,0.011064333,349.67236,227.86221,3.2941735,285.3001,291.37848,72.86177,298.6507,0.011012006,230.81339,347.91376,292.42157,286.26834
1991-12-31,287.50266,293.18066,72.8074,3.2855742,358.23447,223.26761,0.01188248,297.18372,3.2891395,285.1254,296.35757,0.011535399,352.46216,228.74948,292.73083,284.6411,227.62938,350.42175,0.011571772,292.03235,3.4048796,297.86258,73.42712,299.07294,351.70966,0.011523948,292.23578,3.2620108,286.07443,296.97348,3.2565858,291.96503,284.6186,348.91965,227.11601,0.010879893,292.1822,297.6659,3.387555,0.011799744,348.4467,224.32329,286.67227,72.20787,353.03723,221.11702,0.011827135,237.07149,223.78275,348.8156,0.01105772,289.9923,284.30807,296.48117,3.2030568,295.83545,0.011821197,352.33102,222.95926,3.2202158,284.59164,292.63895,72.57688,298.59946,0.011181409,228.96927,348.52066,290.0765,286.35403
1992-12-31,285.51956,292.2852,70.12222,3.2144191,349.02438,223.03163,0.011076159,297.38666,3.106555,284.8253,298.08206,0.011377748,349.85123,226.0039,290.6047,284.89032,224.34085,350.05734,0.011215668,292.22507,3.2728577,297.14932,72.794876,297.90552,345.73117,0.010925278,292.55414,3.1400893,286.4041,297.59335,3.1851158,291.8088,286.0712,347.79965,225.1167,0.011096357,291.15958,297.0057,3.2529366,0.011049781,347.5988,225.23613,286.1547,70.38872,344.91776,229.85664,0.01071302,230.68248,228.53723,350.20438,0.011340147,292.25055,282.98917,298.31747,3.2022982,297.81448,0.011567839,349.41486,220.3356,3.2008233,283.79944,291.26022,75.56106,298.23206,0.011433989,227.46645,348.4126,291.4909,286.51407
1993-12-31,284.79745,291.81348,69.82066,3.1396093,349.5959,231.17938,0.011069915,298.86542,3.2363122,287.4908,299.3375,0.011682747,353.60526,227.62643,291.72202,285.58444,226.03108,348.7923,0.011454115,291.64984,3.307658,298.54187,73.706795,297.9069,346.8719,0.010890208,292.00037,3.1057367,286.09363,297.46793,3.0423875,291.34924,285.2302,341.8006,230.27946,0.010837812,291.5374,298.0823,3.0716727,0.011449237,348.96994,223.88937,286.62787,72.16983,353.18216,233.22218,0.0113658765,225.74022,228.26614,349.70053,0.011851565,291.87582,284.5238,298.5077,3.1212134,298.8607,0.011621359,350.97644,232.62944,3.3074694,286.03867,292.01523,69.06184,299.70892,0.010805988,229.6608,349.9419,292.57224,287.05087
1994-12-31,286.33047,290.70422,77.275055,3.1077743,349.27948,222.67508,0.0117532965,295.96918,3.325271,285.81097,298.97,0.011915552,353.06436,227.86179,293.1952,287.4303,230.55354,351.71057,0.011592568,293.41086,3.3083189,299.39572,77.82643,297.06747,352.63797,0.012113493,292.43427,3.1956081,287.02274,299.3814,3.2771592,292.82065,280.64267,347.51575,232.12254,0.011112538,291.77557,297.44498,3.187012,0.011819666,351.86752,217.63307,285.36288,73.019165,344.82538,229.84007,0.011009146,232.72005,232.91162,348.04974,0.011107539,291.88452,281.75034,298.79794,3.433822,299.45505,0.010565015,347.58475,233.061,3.300671,283.70264,292.7509,70.85563,298.78217,0.011003796,228.61455,347.13968,292.63885,286.4542
1995-12-31,285.23212,292.41898,67.387566,3.3957927,346.9925,235.54698,0.010885152,298.84616,3.242189,284.64975,297.84778,0.0114683565,351.5522,229.02284,291.24493,284.0784,225.90079,349.03577,0.011183657,290.37863,3.3473704,298.22433,76.710335,298.829,357.093,0.012239819,293.35138,3.186478,287.10086,298.81107,3.423668,294.0791,286.87317,349.9775,238.69179,0.0109463595,293.34616,299.0722,3.0298915,0.011876972,353.67303,225.70673,285.20847,71.640884,346.07336,234.17445,0.011025004,232.30675,232.90315,347.75922,0.011398515,289.90997,284.7296,298.3743,3.204246,298.56802,0.011843808,356.8035,225.17906,3.1188772,284.59528,293.59253,71.30546,299.24487,0.011233665,228.70639,352.80063,292.90024,286.7206
1996-12-31,286.53485,292.85254,67.10232,3.0499184,345.91833,232.73976,0.010799148,297.492,3.2909515,286.50003,298.99533,0.011335082,351.59293,228.31966,291.96402,286.66605,232.72057,350.18033,0.011133693,292.77127,3.2615018,298.92432,77.22104,298.44843,355.4532,0.012106403,292.69968,3.165651,286.9507,297.12338,3.2825208,292.56482,286.3747,345.5539,236.13835,0.010419744,291.22263,297.71982,3.2880213,0.011208297,347.58182,227.1568,285.46686,70.4265,350.72754,233.51726,0.01124115,233.28514,230.34015,349.40753,0.011311592,291.7408,286.3561,298.78473,3.336058,298.12073,0.011561056,348.40027,227.3071,3.3423166,286.44333,292.27002,73.26237,298.34515,0.011161843,227.25807,347.29697,292.19266,286.11334
1997-12-31,284.94577,294.05234,62.54329,3.5266292,351.64114,234.42188,0.011109371,300.64084,3.248837,283.84808,295.61734,0.011660925,354.54355,228.91281,292.2271,285.64447,223.27737,348.30255,0.01139091,291.31146,3.198028,297.76498,72.0163,299.2651,349.6249,0.01158746,293.0516,3.3412645,286.04068,298.88763,3.4964,293.0854,286.47083,354.38614,227.68295,0.0112552745,293.70496,299.48044,3.0804834,0.011925143,353.8751,229.22379,286.28946,69.90018,356.43198,230.48782,0.011894742,229.60942,227.43512,352.99738,0.011779247,292.80774,284.5637,296.21558,3.358894,297.89725,0.012161955,354.63773,230.49602,3.2067196,287.73636,293.65213,75.4026,297.331,0.011717575,225.827,351.29477,292.2909,284.32327
1998-12-31,286.84106,293.43015,64.78807,3.330912,349.60406,234.35963,0.010758981,300.05005,3.1615815,284.74222,298.3184,0.011794618,352.9719,226.73732,292.35898,281.9903,228.76985,351.54468,0.011398863,292.10446,3.0435286,298.08868,67.83168,299.81522,348.91748,0.010770011,293.1509,3.3817546,286.58386,297.7039,3.192549,293.61725,287.85904,353.47015,231.67029,0.011474241,291.86923,297.4929,3.0796466,0.011636196,351.9676,224.97868,287.07208,71.48188,344.81537,236.6991,0.01109372,227.97913,222.03076,353.02863,0.011906808,292.4751,284.62625,297.8868,3.0050685,298.9265,0.011494475,353.708,230.72783,3.1966767,286.31332,293.4609,77.17718,297.44983,0.0118018715,224.81535,351.62924,291.78894,285.384
1999-12-31,285.71387,291.1101,75.94772,3.0197723,352.89746,220.26616,0.012022367,296.53348,3.1208208,286.02377,297.0457,0.011550327,350.38556,229.36893,291.12134,283.79633,235.21292,345.5873,0.0108086495,292.5327,3.2570288,298.86496,70.56271,299.59857,349.45428,0.011195916,292.991,3.1441193,285.55466,299.98666,3.297227,294.47055,288.1186,355.51392,237.53082,0.011520492,293.98288,299.4763,3.1631134,0.011272471,354.1798,229.07332,286.91043,65.84887,358.57605,231.6085,0.011972634,230.01596,227.55713,354.95358,0.011812722,291.67264,284.99036,299.26273,3.1518502,298.90186,0.01123895,350.70612,233.16652,3.29224,286.82538,293.30066,79.356544,297.97974,0.012124189,223.6082,351.24713,292.40872,286.79715
2000-12-31,287.26318,292.76883,74.303444,3.2207012,353.94357,225.52582,0.012142958,298.27432,3.2903967,284.2365,297.27432,0.011796372,351.78592,224.3348,290.77646,285.8824,225.42406,356.57883,0.011620039,293.48602,3.215424,299.4572,67.27223,299.00967,347.62454,0.010570989,292.30823,3.2065444,284.78784,299.9991,3.3470345,293.69455,286.57733,353.21002,233.77571,0.011488703,292.06842,297.42648,3.1118777,0.01194309,353.3405,220.01967,286.71805,74.678955,357.06488,227.64142,0.0121235,233.4865,222.10693,356.28235,0.012188958,291.52805,286.20505,296.01135,3.0530732,299.20367,0.011489674,351.96762,231.2685,3.3202815,286.21048,293.12347,80.84235,296.79703,0.012001848,222.18575,351.8142,291.4711,285.32327
2001-12-31,284.23532,290.5916,74.257225,3.076405,348.1185,225.77122,0.011440583,296.10205,3.1209366,284.74936,296.79175,0.011483028,352.90518,229.32025,293.21194,284.03397,232.57547,352.06403,0.011703898,293.484,3.116422,299.72775,75.259834,300.34378,357.70288,0.012451159,294.55762,3.0965955,288.78973,297.18173,3.2769513,292.78516,286.73096,352.0807,226.72981,0.011524625,290.6357,298.17404,3.2819276,0.01144732,350.50296,226.20793,284.20004,70.67371,351.6594,229.26445,0.011853279,232.05362,231.48154,349.63284,0.0110766785,292.62912,284.25748,298.58527,3.1683962,299.78964,0.011125643,351.2609,236.31627,3.297614,286.8271,293.31168,73.91544,298.45535,0.011480916,231.31644,347.5229,291.5701,286.38113
2002-12-31,286.12454,292.98813,69.2824,3.1453397,351.31293,232.62465,0.011395386,299.07544,3.189683,286.77618,297.79138,0.01140241,351.98453,222.66959,290.25864,286.62787,226.503,356.9698,0.011852097,293.2292,3.256032,299.02206,73.05948,298.57907,352.35025,0.011628433,292.42682,3.236531,287.0629,296.1844,3.0995805,293.0485,287.53268,356.25027,221.555,0.012402118,293.56732,299.74057,3.2084186,0.011687711,352.61185,231.81699,286.6365,64.4236,349.7227,227.22163,0.011320658,235.65242,235.15599,350.53476,0.011231556,293.6076,285.67682,299.92206,3.3479793,297.24045,0.012351203,356.8897,222.94447,3.2048728,286.3972,293.06927,66.41424,302.08963,0.011463484,234.55528,360.8546,295.597,288.43
2003-12-31,284.20724,291.21432,68.68749,3.2892902,349.24265,232.30241,0.011393635,299.05304,3.2953775,285.444,297.64432,0.011673198,354.14932,228.1237,292.31897,283.54117,231.30768,355.74484,0.0116475485,292.81836,3.2063332,299.71344,74.46229,298.48712,354.4984,0.011844527,293.42996,3.0306654,286.71964,299.51385,3.1282985,293.30698,287.10004,354.37216,231.76588,0.011654386,292.4392,298.6745,3.256447,0.011235503,351.11603,233.01839,287.01752,66.97213,355.62405,234.0888,0.011742138,233.01,233.60391,350.31067,0.010937509,292.16977,280.31778,297.67633,3.4417193,299.79742,0.010893009,349.33167,234.80334,3.307982,284.66745,293.0,76.46004,296.21622,0.011996755,227.10846,352.77405,292.9118,286.30182
